file,category,parent_session_id,session_title,size_bytes,jsonl_lines,api_calls,total_tokens,cost_usd,first_ts_utc,last_ts_utc
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_0f8e6fb5-4e4/agent-a6a704e12dc8b0880.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,105446,33,8,266973,0.52,2026-06-05T22:41:07.638Z,2026-06-05T22:44:17.887Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_0f8e6fb5-4e4/agent-a729602db0757f6c3.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,613976,11,3,495186,1.66,2026-06-05T22:41:04.392Z,2026-06-05T22:43:46.246Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_0f8e6fb5-4e4/agent-aaa8685cc0ee747a7.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,88450,22,5,155557,0.45,2026-06-05T22:41:04.541Z,2026-06-05T22:44:30.478Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_0f8e6fb5-4e4/agent-ab5bc5bc352d4960c.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,116151,21,6,326596,0.62,2026-06-05T22:44:32.637Z,2026-06-05T22:49:20.078Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_0f8e6fb5-4e4/journal.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,147779,14,0,0,0.0,,
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/agent-a2de703e6d479ff96.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,252250,98,26,1830541,1.43,2026-06-01T22:02:38.218Z,2026-06-01T22:06:02.874Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/agent-a343b545602fbd1e3.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,419093,206,73,6159626,3.91,2026-06-01T21:51:49.521Z,2026-06-01T22:01:18.069Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/agent-ab20f5a6f90771b6a.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,494671,219,73,7268581,5.33,2026-06-01T21:51:49.451Z,2026-06-01T22:02:36.093Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/agent-ab54fde47b60193fc.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,479106,213,73,7392813,4.71,2026-06-01T21:51:49.322Z,2026-06-01T22:03:00.671Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/agent-abc7350f832a64fdf.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,296326,130,40,2810421,2.07,2026-06-01T22:01:20.354Z,2026-06-01T22:07:15.823Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/agent-acf1e0dd9503c5c51.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,261848,113,32,2224065,1.63,2026-06-01T22:03:03.311Z,2026-06-01T22:07:31.644Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_147ccbb7-bec/journal.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,30041,12,0,0,0.0,,
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_613ca397-b43/agent-a0055f4bf7e147492.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,87820,38,11,366621,0.45,2026-06-01T21:35:10.924Z,2026-06-01T21:36:45.427Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_613ca397-b43/agent-a2e649ae6b10c1b83.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,132068,39,12,582023,0.66,2026-06-01T21:35:11.122Z,2026-06-01T21:37:02.946Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_613ca397-b43/agent-a9f11b12efc8700b6.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,88984,44,15,496640,0.51,2026-06-01T21:35:10.593Z,2026-06-01T21:36:49.470Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_613ca397-b43/journal.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,5538,6,0,0,0.0,,
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_82ec4f03-7e6/agent-a97d44dbeb3de640a.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,188825,56,17,1107585,1.46,2026-06-01T22:22:18.210Z,2026-06-01T22:25:04.669Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_82ec4f03-7e6/agent-ab3c551a536345e18.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,607267,112,34,2038820,1.52,2026-06-01T22:36:14.303Z,2026-06-01T22:41:12.536Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_82ec4f03-7e6/agent-afad855bac8213429.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,726250,144,49,4363865,2.82,2026-06-01T22:28:09.864Z,2026-06-01T22:36:12.592Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_82ec4f03-7e6/journal.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,11820,5,0,0,0.0,,
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_bcf0d905-89d/agent-a4cadfb694dd9b69c.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,2178673,342,80,15018622,18.97,2026-06-09T21:59:31.019Z,2026-06-09T22:22:02.550Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_bcf0d905-89d/agent-a91d7accac47ce09f.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,2422638,383,96,21825790,27.81,2026-06-09T21:59:34.196Z,2026-06-09T22:29:32.740Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_bcf0d905-89d/agent-aaca72f3be0a53c86.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,2283288,469,93,22582714,27.06,2026-06-09T21:59:31.178Z,2026-06-09T22:29:53.860Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_bcf0d905-89d/agent-ac417c1bb133afeb7.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,1930133,392,105,21710535,26.4,2026-06-09T21:59:31.124Z,2026-06-09T22:24:32.850Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_bcf0d905-89d/agent-adfcf5d130dfe4ac7.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,2115730,347,61,12528698,16.57,2026-06-09T21:59:31.390Z,2026-06-09T22:21:29.447Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_bcf0d905-89d/journal.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,33765,10,0,0,0.0,,
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/agent-a4b826a1904568929.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,332428,164,54,4038593,2.68,2026-06-09T20:22:11.112Z,2026-06-09T20:29:02.244Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/agent-a5efea64a9095fccd.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,1991753,191,49,5429057,7.97,2026-06-09T20:49:19.206Z,2026-06-09T21:08:48.624Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/agent-a8d81581c4038b1ea.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,2027340,216,57,6278716,8.67,2026-06-09T20:49:19.804Z,2026-06-09T21:07:52.050Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/agent-a9ba23faacb9b76a9.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,1710717,202,49,6196936,8.77,2026-06-09T21:08:51.949Z,2026-06-09T21:25:38.802Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/agent-ac573ef41b26012cf.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,1726299,199,52,5104528,6.94,2026-06-09T20:49:19.095Z,2026-06-09T21:06:07.988Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/agent-ad9f672e878406593.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,205399,69,16,943727,1.92,2026-06-09T20:46:23.395Z,2026-06-09T20:49:16.115Z
~/.claude/projects/-Users-ericwang/45438a64-a66d-4e16-aa17-4c6be947aa5f/subagents/workflows/wf_eb4e4235-1a5/journal.jsonl,workflow-agent,45438a64-a66d-4e16-aa17-4c6be947aa5f,AI Agent Suite ReDesign,33575,11,0,0,0.0,,
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d.jsonl,main-session,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,6417427,1931,368,148480287,143.14,2026-05-11T14:03:21.696Z,2026-05-18T14:22:25.226Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a0484c077c20d5b7b.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,120770,66,23,1014554,0.81,2026-05-12T16:38:17.096Z,2026-05-12T16:40:25.519Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a05322c9e593e17d4.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,214037,45,6,518550,0.92,2026-05-11T17:25:01.264Z,2026-05-11T17:30:15.832Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a0b0fba4c0f319638.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,178566,31,5,369911,0.7,2026-05-11T17:25:26.865Z,2026-05-11T17:27:47.363Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a0baf3258a24bc8b7.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,61531,14,5,205572,0.32,2026-05-12T16:03:53.554Z,2026-05-12T16:05:21.044Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a361942d8db376edf.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,139580,35,7,390098,0.91,2026-05-11T17:23:56.346Z,2026-05-11T17:27:11.070Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a3f555f30b406b71f.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,381982,94,37,2121057,1.58,2026-05-12T16:41:53.939Z,2026-05-12T16:45:29.251Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a4d2f1d06b8d51fbd.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,105636,57,25,1033641,0.94,2026-05-12T16:37:43.040Z,2026-05-12T16:40:02.150Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a5ecad54a2637f204.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,81773,27,8,232065,0.34,2026-05-12T16:02:54.179Z,2026-05-12T16:04:39.367Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-a81e17ffd0ef6ad1e.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,175997,82,35,2032800,1.62,2026-05-12T16:59:55.957Z,2026-05-12T17:03:32.375Z
~/.claude/projects/-Users-ericwang/53bc79ad-f7d1-46d4-971b-dc9c36504c4d/subagents/agent-ac3f773ba570dbded.jsonl,subagent,53bc79ad-f7d1-46d4-971b-dc9c36504c4d,capt promo automation replit,338668,59,24,1047531,0.82,2026-05-12T16:10:56.987Z,2026-05-12T16:13:27.935Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80.jsonl,main-session,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,4227433,1762,267,88788757,92.33,2026-05-29T19:01:21.862Z,2026-06-02T18:10:45.622Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a2b276a04afbdad62.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,147210,12,3,194359,0.54,2026-06-01T18:00:58.966Z,2026-06-01T18:01:48.048Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a2fb0be1689884321.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,124165,19,4,205977,0.5,2026-06-01T17:58:47.005Z,2026-06-01T17:59:28.936Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a37b8dbfecdfaee0b.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,121235,16,3,144549,0.45,2026-06-01T17:59:29.847Z,2026-06-01T18:00:08.093Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a40e7ad6459862b30.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,76747,31,8,256400,0.59,2026-06-01T17:58:47.078Z,2026-06-01T18:00:17.479Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a49936b2c217d1462.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,136261,26,5,272305,0.55,2026-06-01T17:58:49.102Z,2026-06-01T17:59:47.632Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a56e12d89abfac48b.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,112443,23,6,288685,0.52,2026-06-01T17:58:47.419Z,2026-06-01T17:59:52.282Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a70003fdbe9de291a.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,107123,26,7,323697,0.78,2026-06-01T17:55:50.860Z,2026-06-01T17:57:28.623Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a723d9338c64d1262.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,84549,31,8,281589,0.59,2026-06-01T17:59:30.643Z,2026-06-01T18:00:54.984Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-a98ddf86e8d31f704.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,193834,44,9,602430,1.21,2026-06-01T17:55:50.883Z,2026-06-01T17:58:44.842Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-aa3fd3f423a2ec725.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,143200,27,7,404519,0.65,2026-06-01T17:55:50.095Z,2026-06-01T17:57:32.688Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-aa69ae9320fc5788a.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,109002,22,5,232504,0.44,2026-06-01T17:59:31.699Z,2026-06-01T18:00:22.107Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-aabbcfd8a2b5f6ddb.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,96187,17,4,174977,0.43,2026-06-01T17:58:47.073Z,2026-06-01T17:59:26.331Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-ab9221b7f443a0e43.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,93068,14,3,123846,0.41,2026-06-01T17:58:47.782Z,2026-06-01T17:59:27.469Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-abe197323141b514c.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,139215,27,6,332335,0.61,2026-06-01T17:58:47.401Z,2026-06-01T17:59:53.733Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-ad7abbaf88d930e41.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,121892,16,3,145281,0.48,2026-06-01T17:58:47.360Z,2026-06-01T17:59:28.965Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-ad805c7d3e5ab3851.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,156627,30,7,403855,0.65,2026-06-01T17:55:50.813Z,2026-06-01T17:58:11.571Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/agent-aec86c5d194a2f995.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,66445,27,8,244355,0.34,2026-06-01T17:59:33.084Z,2026-06-01T18:00:45.927Z
~/.claude/projects/-Users-ericwang/564ad265-f179-43ce-b33e-ec145fcf0b80/subagents/workflows/wf_b37b5626-2aa/journal.jsonl,workflow-agent,564ad265-f179-43ce-b33e-ec145fcf0b80,captains OH,89519,34,0,0,0.0,,
~/.claude/projects/-Users-ericwang/5d070304-503f-41bf-adfb-0a8292bc6451.jsonl,main-session,5d070304-503f-41bf-adfb-0a8292bc6451,,289273,124,18,1398947,2.88,2026-05-26T18:26:05.411Z,2026-05-26T18:50:19.102Z
~/.claude/projects/-Users-ericwang/5fa31cf3-9cf4-4af1-bf87-36edd88cd6fc.jsonl,main-session,5fa31cf3-9cf4-4af1-bf87-36edd88cd6fc,,146,1,0,0,0.0,,
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3.jsonl,main-session,68d05bcd-9cf0-4d11-894d-5893b998ece3,,8366999,313,39,5195919,9.34,2026-05-15T16:22:55.571Z,2026-05-15T19:32:46.122Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-a07df744fbdbeb761.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,157299,67,8,326080,0.65,2026-05-15T17:17:44.171Z,2026-05-15T17:20:02.358Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-a0e8f2c7ec6056a87.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,111281,46,6,211660,0.51,2026-05-15T17:07:13.177Z,2026-05-15T17:08:56.921Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-a18509ff17c7f33b4.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,123522,48,7,254354,0.55,2026-05-15T17:17:58.493Z,2026-05-15T17:19:49.512Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-a367c435640988e96.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,100786,41,4,129500,0.42,2026-05-15T17:18:12.185Z,2026-05-15T17:19:21.534Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-a6a4d36c7eb9e5bf4.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,89104,37,4,124751,0.53,2026-05-15T17:17:30.334Z,2026-05-15T17:18:45.767Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-ab811db10d26409db.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,94129,44,5,162816,0.51,2026-05-15T17:06:52.689Z,2026-05-15T17:08:23.532Z
~/.claude/projects/-Users-ericwang/68d05bcd-9cf0-4d11-894d-5893b998ece3/subagents/agent-afc9743c6fbba472a.jsonl,subagent,68d05bcd-9cf0-4d11-894d-5893b998ece3,,90787,37,6,192630,0.38,2026-05-15T17:07:02.591Z,2026-05-15T17:08:31.844Z
~/.claude/projects/-Users-ericwang/6b986a88-4b9c-4a97-be7d-a78354d43192.jsonl,main-session,6b986a88-4b9c-4a97-be7d-a78354d43192,,146,1,0,0,0.0,,
~/.claude/projects/-Users-ericwang/782fea6a-dfc6-4613-ae75-b46952dad403.jsonl,main-session,782fea6a-dfc6-4613-ae75-b46952dad403,,138276,52,9,426171,1.11,2026-05-15T19:44:04.646Z,2026-05-15T19:45:44.446Z
~/.claude/projects/-Users-ericwang/7af1b079-59b7-4c50-aced-d782f500c11f.jsonl,main-session,7af1b079-59b7-4c50-aced-d782f500c11f,driver capt status,1313613,403,57,8958963,11.51,2026-05-26T14:42:08.339Z,2026-05-26T15:46:09.067Z
~/.claude/projects/-Users-ericwang/7dcd5305-3bc8-4c2f-9e7e-54bfe3e10603.jsonl,main-session,7dcd5305-3bc8-4c2f-9e7e-54bfe3e10603,capt dash inappchat,7751063,2215,350,120561624,182.94,2026-05-26T18:52:33.441Z,2026-06-10T18:03:41.216Z
~/.claude/projects/-Users-ericwang/8165f959-1f51-40da-973a-9fb44b7946e4.jsonl,main-session,8165f959-1f51-40da-973a-9fb44b7946e4,,912394,319,55,6780654,10.0,2026-05-05T19:30:54.551Z,2026-05-11T17:34:23.134Z
~/.claude/projects/-Users-ericwang/974dd815-d243-452b-8c27-87d0d5ce27e4.jsonl,main-session,974dd815-d243-452b-8c27-87d0d5ce27e4,,3031,9,0,0,0.0,,
~/.claude/projects/-Users-ericwang/9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957.jsonl,main-session,9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957,resume agent sys pmpt,1473637,298,30,6178203,19.5,2026-06-09T21:19:00.679Z,2026-06-10T22:46:34.141Z
~/.claude/projects/-Users-ericwang/9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957/subagents/agent-a0a53ef1abdfd77aa.jsonl,subagent,9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957,resume agent sys pmpt,47665,5,1,23245,0.28,2026-06-09T21:20:43.551Z,2026-06-09T21:20:43.551Z
~/.claude/projects/-Users-ericwang/9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957/subagents/agent-a128f8177f4a4661e.jsonl,subagent,9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957,resume agent sys pmpt,37794,5,1,22141,0.21,2026-06-09T21:21:06.680Z,2026-06-09T21:21:06.680Z
~/.claude/projects/-Users-ericwang/9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957/subagents/agent-a646e40ed4b8e4798.jsonl,subagent,9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957,resume agent sys pmpt,43289,5,1,23482,0.23,2026-06-09T21:20:55.299Z,2026-06-09T21:20:55.299Z
~/.claude/projects/-Users-ericwang/9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957/subagents/agent-af21482bd3ed35aeb.jsonl,subagent,9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957,resume agent sys pmpt,621653,9,2,256080,2.92,2026-06-09T21:21:32.212Z,2026-06-09T21:24:33.967Z
~/.claude/projects/-Users-ericwang/9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957/subagents/agent-af6b3c171d3817a12.jsonl,subagent,9d7e61b8-6f55-4e55-87f6-5eb3f1e5a957,resume agent sys pmpt,46243,5,1,22091,0.21,2026-06-09T21:21:14.545Z,2026-06-09T21:21:14.545Z
